Date,Open,High,Low,Close,Adj Close,Volume
1987-05-01,18.125000,23.375000,17.875000,21.875000,7.840772,9595100
1987-06-01,21.875000,23.375000,21.125000,22.750000,8.154405,8423500
1987-07-01,23.000000,27.250000,23.000000,26.250000,9.408926,14133800
1987-08-01,27.000000,27.375000,22.500000,25.250000,9.091086,11089600
1987-09-01,25.250000,25.875000,23.750000,24.625000,8.866067,7091300
1987-10-01,24.875000,26.250000,11.625000,16.875000,6.075732,13200600
1987-11-01,16.500000,17.625000,11.125000,11.625000,4.185503,7509500
1987-12-01,11.875000,14.875000,11.625000,13.625000,4.905591,10612100
1988-01-01,13.750000,16.375000,13.500000,15.750000,5.670681,5633900
1988-02-01,15.625000,17.000000,14.500000,16.750000,6.030728,6790200
1988-03-01,16.500000,18.500000,15.750000,17.875000,6.483111,8535800
1988-04-01,17.875000,19.875000,16.750000,17.500000,6.347101,9503600
1988-05-01,17.375000,18.000000,16.125000,16.750000,6.075081,4774200
1988-06-01,16.750000,16.750000,14.625000,15.375000,5.869876,9525000
1988-07-01,15.250000,15.875000,14.750000,15.500000,5.917601,4619000
1988-08-01,15.250000,15.250000,13.500000,13.875000,5.297206,6772700
1988-09-01,13.875000,13.875000,12.875000,13.125000,5.048326,4898300
1988-10-01,13.000000,13.875000,12.125000,13.000000,5.000248,8064300
1988-11-01,12.875000,13.375000,12.125000,12.875000,4.995938,4916100
1988-12-01,12.875000,14.250000,12.750000,14.000000,5.432478,6405400
1989-01-01,14.000000,15.625000,13.625000,14.875000,5.772008,11085500
1989-02-01,15.000000,15.875000,14.375000,15.250000,5.963240,5961500
1989-03-01,15.250000,17.500000,15.125000,16.875000,6.598668,12757400
1989-04-01,16.875000,18.375000,16.625000,17.625000,6.891937,8392800
1989-05-01,17.500000,18.000000,16.875000,17.000000,6.647545,8138900
1989-06-01,17.000000,20.000000,16.875000,19.250000,7.576803,10120900
1989-07-01,19.250000,20.125000,18.375000,20.000000,7.872007,7536800
1989-08-01,20.000000,22.500000,19.375000,22.375000,8.858387,11318300
1989-09-01,22.500000,23.000000,20.875000,21.000000,8.314016,7140500
1989-10-01,21.125000,23.125000,19.875000,21.375000,8.462479,11232500
1989-11-01,21.375000,24.500000,20.750000,24.500000,9.753737,8983500
1989-12-01,24.500000,27.625000,24.125000,25.500000,10.151844,9266400
1990-01-01,25.625000,26.125000,21.750000,23.625000,9.405394,8666600
1990-02-01,23.875000,28.000000,23.625000,25.625000,10.253162,14901700
1990-03-01,25.625000,28.750000,25.500000,27.625000,11.053411,10073200
1990-04-01,27.375000,29.000000,25.250000,25.750000,10.303178,10760300
1990-05-01,25.875000,29.625000,25.875000,29.250000,11.756371,11653700
1990-06-01,29.375000,29.750000,26.750000,27.250000,10.952520,9558900
