Date,Open,High,Low,Close,Adj Close,Volume
1985-08-01,0.000000,5.375000,4.562500,5.000000,3.210138,159800
1985-09-01,0.000000,5.062500,4.687500,4.687500,3.009505,161800
1985-10-01,0.000000,4.937500,4.687500,4.812500,3.089756,40200
1985-11-01,0.000000,4.812500,4.500000,4.500000,2.889123,47400
1985-12-01,0.000000,4.500000,3.875000,3.937500,2.527982,578000
1986-01-01,0.000000,4.062500,3.562500,3.750000,2.407601,359800
1986-02-01,0.000000,3.812500,3.187500,3.250000,2.086590,362600
1986-03-01,0.000000,4.187500,3.187500,3.750000,2.407601,409400
1986-04-01,0.000000,4.000000,3.500000,3.562500,2.287223,302000
1986-05-01,0.000000,4.000000,3.375000,3.812500,2.447729,448800
1986-06-01,0.000000,3.750000,3.500000,3.562500,2.287223,174800
1986-07-01,0.000000,3.562500,2.250000,2.375000,1.524814,514200
1986-08-01,0.000000,3.187500,2.312500,2.750000,1.765575,191000
1986-09-01,0.000000,3.187500,2.687500,2.937500,1.885955,162800
1986-10-01,0.000000,3.187500,2.687500,3.000000,1.926082,195400
1986-11-01,0.000000,3.125000,2.875000,2.875000,1.845830,119000
1986-12-01,0.000000,2.937500,2.375000,2.437500,1.564942,269000
1987-01-01,0.000000,3.125000,2.437500,2.875000,1.845830,175800
1987-02-01,0.000000,3.187500,2.687500,2.937500,1.885955,143200
1987-03-01,0.000000,2.937500,2.687500,2.812500,1.805702,156000
1987-04-01,0.000000,3.000000,2.500000,3.000000,1.926082,222200
1987-05-01,0.000000,3.000000,2.687500,2.812500,1.805702,131200
1987-06-01,0.000000,2.812500,2.562500,2.625000,1.685322,134800
1987-07-01,0.000000,3.062500,2.625000,2.750000,1.765575,237600
1987-08-01,0.000000,2.875000,2.562500,2.625000,1.685322,192800
1987-09-01,0.000000,2.625000,2.312500,2.562500,1.645195,170600
1987-10-01,0.000000,2.687500,1.500000,2.062500,1.324181,578800
1987-11-01,0.000000,2.375000,1.562500,1.625000,1.043295,214600
1987-12-01,0.000000,1.687500,1.000000,1.062500,0.682154,580800
1988-01-01,0.000000,1.375000,1.125000,1.250000,0.802534,188200
1988-02-01,0.000000,1.312500,1.000000,1.062500,0.682154,232200
1988-03-01,0.000000,1.250000,1.000000,1.250000,0.802534,147600
1988-04-01,0.000000,1.250000,1.062500,1.187500,0.762407,172400
1988-05-01,0.000000,1.187500,1.062500,1.062500,0.682154,171800
1988-06-01,1.062500,1.125000,0.937500,1.000000,0.642027,153000
1988-07-01,0.000000,1.062500,0.875000,0.937500,0.601900,109800
1988-08-01,0.000000,1.625000,0.937500,1.500000,0.963041,422400
1988-09-01,0.000000,1.687500,1.437500,1.468750,0.942977,427400
1988-10-01,0.000000,2.937500,1.937500,2.000000,1.284055,160200
1988-11-01,0.000000,2.250000,1.812500,1.937500,1.243929,270400
1988-12-01,0.000000,2.375000,1.875000,2.375000,1.524814,547200
1989-01-01,0.000000,2.500000,2.312500,2.437500,1.564942,281800
1989-02-01,0.000000,3.875000,2.375000,3.500000,2.247096,1745600
1989-03-01,0.000000,3.812500,3.125000,3.437500,2.206970,437400
1989-04-01,0.000000,4.000000,3.187500,3.937500,2.527982,1233400
1989-05-01,0.000000,4.375000,3.750000,4.250000,2.728617,888000
1989-06-01,0.000000,4.375000,4.062500,4.250000,2.728617,372200
1989-07-01,0.000000,4.625000,4.062500,4.500000,2.889123,736600
1989-08-01,0.000000,4.437500,3.937500,4.187500,2.688489,350400
1989-09-01,0.000000,4.562500,4.125000,4.500000,2.889123,552400
1989-10-01,0.000000,5.562500,4.500000,5.250000,3.370643,1138000
1989-11-01,0.000000,6.187500,5.125000,5.875000,3.771910,497800
1989-12-01,0.000000,7.375000,6.000000,6.750000,4.333685,1076400
1990-01-01,0.000000,6.750000,5.875000,6.125000,3.932415,700200
1990-02-01,0.000000,6.750000,6.062500,6.125000,3.932415,405000
1990-03-01,0.000000,6.687500,6.062500,6.312500,4.052797,664200
1990-04-01,0.000000,6.500000,6.062500,6.125000,3.932415,204800
1990-05-01,0.000000,7.250000,6.187500,6.562500,4.213305,614800
1990-06-01,0.000000,6.687500,5.500000,6.625000,4.253431,305800
1990-07-01,0.000000,6.937500,6.500000,6.875000,4.413939,908400
1990-08-01,0.000000,7.625000,6.125000,6.375000,4.092923,972400
1990-09-01,0.000000,7.625000,6.250000,7.500000,4.815203,577600
1990-10-01,0.000000,7.437500,5.937500,6.125000,3.932415,474400
1990-11-01,0.000000,6.312500,5.562500,5.687500,3.651530,629600
1990-12-01,0.000000,5.750000,4.875000,5.750000,3.691660,717600
1991-01-01,0.000000,5.687500,4.500000,4.812500,3.089756,672600
1991-02-01,0.000000,5.750000,4.750000,5.312500,3.410769,905200
1991-03-01,0.000000,5.437500,4.687500,5.000000,3.210138,764600
1991-04-01,0.000000,4.937500,4.625000,4.625000,2.969377,351200
1991-05-01,0.000000,5.375000,4.687500,5.375000,3.450896,259200
