Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,7.781250,8.562500,7.312500,8.562500,1.889532,46574000
1985-02-01,8.531250,8.875000,8.312500,8.656250,1.910219,34311200
1985-03-01,8.687500,8.968750,8.250000,8.718750,1.958318,25386800
1985-04-01,8.656250,9.343750,8.562500,9.281250,2.084661,33514400
1985-05-01,9.156250,9.281250,8.562500,8.937500,2.007451,34213600
1985-06-01,8.937500,9.343750,8.750000,9.343750,2.133411,30907200
1985-07-01,9.187500,9.750000,8.843750,9.187500,2.097736,35255600
1985-08-01,9.125000,9.468750,8.875000,9.406250,2.147681,27516800
1985-09-01,9.406250,9.437500,8.750000,9.250000,2.146700,27094000
1985-10-01,9.500000,10.187500,9.375000,9.781250,2.269992,45441200
1985-11-01,9.718750,9.968750,9.281250,9.562500,2.219224,33958400
1985-12-01,9.500000,9.656250,8.406250,9.531250,2.246876,49051200
1986-01-01,9.531250,9.593750,8.531250,9.125000,2.151106,47872400
1986-02-01,8.875000,9.562500,8.500000,9.187500,2.165840,53285200
1986-03-01,9.187500,9.625000,8.625000,9.125000,2.187057,56903200
1986-04-01,9.093750,9.906250,9.000000,9.625000,2.306897,59026800
1986-05-01,9.562500,10.375000,9.500000,10.000000,2.396776,60937200
1986-06-01,10.062500,10.250000,9.437500,9.593750,2.335103,36906000
1986-07-01,9.500000,9.812500,8.562500,9.031250,2.198191,51327600
1986-08-01,9.062500,11.250000,8.812500,11.062500,2.692593,72356400
1986-09-01,11.031250,11.781250,10.187500,11.000000,2.721974,65393200
1986-10-01,11.062500,11.437500,10.281250,11.156250,2.760638,57108000
1986-11-01,10.875000,11.937500,10.687500,11.843750,2.930761,53116000
1986-12-01,11.750000,12.031250,11.218750,11.343750,2.845291,64510800
1987-01-01,11.375000,13.250000,11.375000,13.250000,3.323425,87399600
1987-02-01,13.187500,13.812500,11.625000,12.375000,3.103953,67320000
1987-03-01,12.343750,14.843750,12.093750,14.031250,3.558652,72378400
1987-04-01,13.906250,15.375000,13.500000,14.500000,3.677536,75667200
1987-05-01,14.375000,15.343750,13.750000,14.593750,3.701315,51351200
1987-06-01,14.687500,15.562500,14.343750,15.500000,3.972982,51657200
1987-07-01,15.406250,16.156250,14.750000,15.125000,3.876861,50024000
1987-08-01,15.375000,15.687500,14.093750,14.625000,3.748700,73232000
1987-09-01,14.593750,14.718750,12.468750,13.468750,3.486063,73119200
1987-10-01,13.500000,13.968750,8.000000,11.093750,2.871351,79801200
1987-11-01,10.750000,11.125000,9.125000,9.125000,2.361788,47508800
1987-12-01,9.343750,10.125000,8.937500,9.906250,2.599040,66450400
1988-01-01,10.031250,11.218750,9.750000,11.218750,2.943392,41827200
1988-02-01,11.250000,11.781250,10.625000,11.062500,2.902397,48416800
1988-03-01,11.000000,11.906250,10.875000,11.625000,3.092264,44484800
1988-04-01,11.562500,12.718750,11.250000,12.031250,3.200327,54671200
1988-05-01,11.843750,12.375000,11.750000,12.312500,3.275139,38098400
1988-06-01,12.281250,13.000000,11.250000,11.343750,3.059315,58665600
1988-07-01,11.375000,12.125000,11.250000,12.125000,3.270011,37001600
1988-08-01,12.093750,12.218750,10.906250,11.125000,3.000320,35943600
1988-09-01,11.156250,11.437500,10.687500,10.906250,2.981700,41592400
1988-10-01,10.937500,11.906250,10.718750,11.718750,3.203835,40628400
1988-11-01,11.531250,11.625000,10.781250,11.437500,3.126943,37704800
1988-12-01,11.437500,11.843750,11.062500,11.437500,3.170912,39834000
1989-01-01,11.437500,12.593750,11.343750,12.406250,3.439488,58648000
1989-02-01,12.250000,12.531250,11.875000,12.125000,3.409364,36783200
1989-03-01,12.156250,13.750000,12.125000,13.187500,3.708122,65046400
1989-04-01,13.250000,14.312500,13.093750,13.562500,3.813567,50148800
1989-05-01,13.500000,14.125000,12.875000,13.812500,3.883865,46092400
1989-06-01,13.750000,14.000000,12.843750,13.500000,3.846202,51632400
1989-07-01,13.562500,14.187500,13.468750,13.625000,3.881814,37494800
1989-08-01,13.500000,14.156250,13.437500,14.062500,4.006460,52684800
1989-09-01,14.062500,15.250000,14.000000,15.250000,4.401313,46105600
1989-10-01,15.093750,17.343750,14.906250,17.062500,4.924420,164062400
1989-11-01,17.093750,17.281250,15.250000,17.156250,5.003557,117798400
1989-12-01,17.187500,18.375000,16.375000,16.937500,4.939761,85676400
1990-01-01,16.843750,17.312500,15.781250,16.718750,4.875964,48614400
1990-02-01,16.750000,17.656250,16.437500,16.781250,4.894193,44566000
1990-03-01,16.781250,17.625000,16.625000,16.875000,4.973397,36794000
1990-04-01,16.687500,17.187500,15.906250,16.468750,4.853668,29610800
1990-05-01,16.437500,17.750000,16.343750,17.500000,5.157595,36984000
1990-06-01,17.625000,18.062500,16.937500,17.593750,5.240916,40874400
1990-07-01,17.593750,19.968750,17.281250,19.843750,5.911159,54064000
1990-08-01,19.875000,20.406250,18.437500,18.968750,5.706489,101664800
1990-09-01,18.812500,19.593750,18.312500,18.500000,5.565473,34142400
1990-10-01,18.500000,18.687500,16.625000,17.031250,5.123621,44988000
1990-11-01,17.093750,17.625000,16.812500,17.468750,5.255236,35916000
1990-12-01,17.500000,18.343750,17.156250,18.156250,5.522993,32778400
1991-01-01,18.156250,18.562500,17.468750,17.843750,5.427933,35381200
1991-02-01,17.843750,18.875000,17.187500,18.812500,5.722621,46930400
1991-03-01,18.812500,20.031250,18.562500,19.250000,5.921377,32504400
1991-04-01,19.156250,19.937500,18.625000,19.343750,5.950215,34960400
1991-05-01,19.500000,19.656250,18.062500,18.468750,5.742790,33173200
1991-06-01,18.468750,18.625000,17.218750,17.593750,5.470713,35006000
1991-07-01,17.625000,18.656250,17.093750,18.031250,5.606755,32866000
1991-08-01,18.000000,18.218750,17.093750,17.937500,5.577603,34166800
1991-09-01,17.968750,18.406250,17.718750,18.375000,5.780336,27174800
1991-10-01,18.437500,19.468750,18.281250,18.687500,5.878643,33139200
1991-11-01,18.562500,18.812500,16.687500,16.687500,5.249490,32751200
1991-12-01,16.593750,17.312500,15.875000,17.250000,5.486593,36424400
1992-01-01,17.281250,17.531250,15.812500,15.906250,5.059195,50604400
1992-02-01,15.906250,16.593750,15.031250,15.406250,4.900162,43651200
1992-03-01,15.343750,16.093750,15.218750,15.968750,5.145401,37964400
1992-04-01,15.937500,17.437500,15.781250,17.437500,5.618659,42252000
1992-05-01,17.500000,18.156250,16.562500,17.843750,5.749557,36289600
1992-06-01,17.750000,18.437500,16.687500,16.750000,5.461617,32501200
1992-07-01,16.750000,17.906250,16.375000,17.843750,5.818252,32974800
1992-08-01,17.843750,18.437500,17.468750,18.375000,5.991473,37070400
1992-09-01,18.312500,18.843750,18.062500,18.531250,6.112959,37231600
1992-10-01,18.750000,18.812500,17.750000,17.750000,5.855244,34117200
1992-11-01,17.812500,17.812500,16.656250,17.187500,5.669691,34274000
1992-12-01,17.187500,17.593750,16.750000,17.375000,5.799042,36197200
1993-01-01,17.437500,18.187500,16.843750,18.187500,6.070224,45754800
1993-02-01,18.250000,19.906250,18.187500,19.250000,6.424837,49798400
1993-03-01,19.281250,20.875000,18.812500,20.781250,7.018196,50536800
1993-04-01,20.718750,21.625000,19.875000,21.531250,7.271485,50942800
1993-05-01,21.531250,22.156250,20.906250,22.031250,7.440338,43216400
1993-06-01,22.031250,22.718750,21.187500,21.937500,7.485290,43639600
1993-07-01,21.937500,22.468750,20.312500,22.093750,7.538594,39445600
1993-08-01,22.000000,23.343750,21.062500,23.281250,7.943785,38451200
1993-09-01,23.218750,24.468750,22.062500,24.437500,8.420518,45430800
1993-10-01,24.437500,24.687500,23.437500,24.250000,8.355913,39918800
1993-11-01,24.250000,24.250000,21.062500,21.718750,7.483709,96618000
1993-12-01,21.843750,22.250000,20.875000,21.781250,7.575203,49773600
1994-01-01,21.843750,23.437500,21.781250,23.343750,8.118618,50908800
1994-02-01,23.218750,23.656250,21.406250,21.656250,7.531730,44487600
1994-03-01,21.687500,23.187500,20.593750,21.000000,7.375786,58217200
1994-04-01,20.906250,23.218750,20.687500,22.250000,7.814824,51779600
1994-05-01,22.250000,22.437500,21.187500,21.750000,7.639211,59314400
1994-06-01,21.781250,22.781250,20.625000,20.937500,7.432744,46032800
